Date,AAPL,AMZN,MA,PLTR,TSLA,XOM
2024-04-28,168.5043487548828,179.6199951171875,459.7152099609375,22.520000457763672,168.2899932861328,114.1083984375
2024-05-05,182.51817321777344,186.2100067138672,440.9853515625,23.329999923706055,181.19000244140625,112.21239471435547
2024-05-12,182.4368438720703,187.47999572753906,454.3070068359375,20.600000381469727,168.47000122070312,114.1083984375
2024-05-19,189.2340087890625,184.6999969482422,457.5777587890625,21.760000228881836,177.4600067138672,116.67357635498047
2024-05-26,189.3436279296875,180.75,448.5408935546875,21.010000228881836,179.24000549316406,110.60780334472656
2024-06-02,191.6060333251953,176.44000244140625,444.4549560546875,21.68000030517578,178.0800018310547,114.35260009765625
2024-06-09,196.23048400878906,184.3000030517578,447.1590270996094,23.309999465942383,177.47999572753906,109.95441436767578
2024-06-16,211.77822875976562,183.66000366210938,442.02923583984375,23.56999969482422,178.00999450683594,106.4046630859375
2024-06-23,206.7949981689453,189.0800018310547,452.1894836425781,23.84000015258789,183.00999450683594,108.01375579833984
2024-06-30,209.91448974609375,193.25,438.5795593261719,25.329999923706055,197.8800048828125,112.26565551757812
2024-07-07,225.5818328857422,200.0,446.86083984375,27.229999542236328,251.52000427246094,110.55904388427734
2024-07-14,229.76776123046875,194.49000549316406,438.1837158203125,28.06999969482422,248.22999572753906,110.4615249633789
2024-07-21,223.5586395263672,183.1300048828125,441.74810791015625,28.579999923706055,239.1999969482422,113.19209289550781
2024-07-28,217.2299041748047,182.5,436.26220703125,27.18000030517578,219.8000030517578,114.42085266113281
2024-08-04,219.12355041503906,167.89999389648438,459.99786376953125,24.739999771118164,207.6699981689453,113.98200988769531
2024-08-11,215.51568603515625,166.94000244140625,454.7807922363281,30.010000228881836,200.0,115.90316772460938
2024-08-18,225.5535888671875,177.05999755859375,466.8278503417969,32.08000183105469,216.1199951171875,116.16780853271484
2024-08-25,226.3418426513672,177.0399932861328,464.3985290527344,31.780000686645508,220.32000732421875,114.34915161132812
2024-09-01,228.49710083007812,178.5,481.22454833984375,31.479999542236328,214.11000061035156,115.94171142578125
2024-09-08,220.33506774902344,171.38999938964844,474.0361633300781,30.329999923706055,210.72999572753906,110.73149871826172
2024-09-15,222.01136779785156,186.49000549316406,491.2007141113281,35.59000015258789,230.2899932861328,109.2667465209961
2024-09-22,227.6988525390625,191.60000610351562,490.5833740234375,37.20000076293945,238.25,113.31694030761719
2024-09-29,227.2897491455078,187.97000122070312,491.4794921875,36.84000015258789,260.4599914550781,113.85762023925781
2024-10-06,226.30194091796875,186.50999450683594,495.521728515625,40.0099983215332,250.0800018310547,122.7149658203125
2024-10-13,227.05029296875,188.82000732421875,500.72662353515625,43.5099983215332,217.8000030517578,121.51564025878906
2024-10-20,234.4839324951172,188.99000549316406,514.763671875,42.970001220703125,220.6999969482422,117.97663116455078
2024-10-27,230.9018096923828,187.8300018310547,505.8110656738281,44.86000061035156,269.19000244140625,117.46543884277344
2024-11-03,222.4204864501953,197.92999267578125,506.5288391113281,41.91999816894531,248.97999572753906,113.00236511230469
2024-11-10,226.7107391357422,208.17999267578125,523.157958984375,58.38999938964844,321.2200012207031,119.05799102783203
2024-11-17,224.7528839111328,202.61000061035156,520.2966918945312,65.7699966430664,320.7200012207031,118.25226593017578
2024-11-24,229.61753845214844,197.1199951171875,519.2698364257812,64.3499984741211,352.55999755859375,120.71028137207031
2024-12-01,237.06935119628906,207.88999938964844,531.31298828125,67.08000183105469,345.1600036621094,116.91423797607422
2024-12-08,242.5732879638672,227.02999877929688,526.956298828125,76.33999633789062,389.2200012207031,112.56315612792969
2024-12-15,247.85748291015625,227.4600067138672,527.385009765625,76.06999969482422,436.2300109863281,109.85735321044922
2024-12-22,254.21051025390625,224.9199981689453,526.41796875,80.55000305175781,421.05999755859375,104.9314193725586
2024-12-29,255.30929565429688,223.75,530.5752563476562,79.08000183105469,431.6600036621094,105.5360107421875
2025-01-05,251.9230194091797,221.3000030517578,523.9454956054688,77.18000030517578,417.4100036621094,104.82239532470703
